﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
LIEUSAINT-MOISSY;87682153;JOB;2024-05-03;2024;D;D;Après 20h;775
LISIERE-PEREIRE;87733683;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;114
LONGUEVILLE;87116137;DIM;2023-11-19;2023;P;P;De 16h à 20h;252
LOUVRES;87276253;JOB;2024-05-03;2024;D;D;Avant 6h;144
LOUVRES;87276253;SAM;2024-02-03;2024;D;D;De 16h à 20h;430
MAISONS-LAFFITTE;87386425;DIM;2024-01-21;2024;L;L3;Après 20h;89
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;N;N;De 6h à 10h;111
MANTES-LA-JOLIE;87381509;JOB;2025-01-04;2025;J;J5;De 10h à 16h;1020
MANTES-STATION;87381590;SAM;2021-04-12;2021;J;J5;De 10h à 16h;161
MARCHEZAIS-BROUE;87393470;DIM;2024-01-21;2024;N;N;De 10h à 16h;34
MAREIL-MARLY;87733667;SAM;2023-10-14;2023;T13;T13;Après 20h;17
MAREIL-SUR-MAULDRE;87381715;DIM;2024-01-21;2024;N;N;De 10h à 16h;37
MAREIL-SUR-MAULDRE;87381715;SAM;2024-01-20;2024;N;N;Après 20h;7
MAREUIL-SUR-OURCQ;87116665;JOB;2023-09-19;2023;P;P;Avant 6h;5
MARLY-LE-ROI;87382465;DIM;2024-01-21;2024;L;L2;Après 20h;73
ACHERES-GRAND-CORMIER;87386052;DIM;2022-11-20;2022;A;A;De 10h à 16h;63
ACHERES-VILLE;87381657;JOB;2022-11-30;2022;A;A;De 6h à 10h;2040
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-24;2019;B;B;Après 20h;4101
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;353
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-11-09;2021;T4;T4;Après 20h;47
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;Après 20h;6
AMEDEE-GORDINI;87745844;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;125
ANDRESY;87381491;SAM;2024-01-20;2024;J;J6;De 16h à 20h;129
ANDRESY;87381491;SAM;2024-01-20;2024;J;J6;De 6h à 10h;117
ARBORETUM;87704320;JOB;2021-09-21;2021;T4;T4;Avant 6h;5
ARGENTEUIL;87381848;DIM;2024-01-21;2024;J;J4;Avant 6h;151
ARGENTEUIL;87381848;JOB;2024-01-16;2024;J;J6;De 16h à 20h;4876
ARPAJON;87545467;JOB;2025-04-02;2025;C;C;Avant 6h;135
ARPAJON;87545467;SAM;2025-08-02;2025;C;C;Après 20h;157
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L2;Après 20h;483
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L2;De 10h à 16h;2204
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L2;De 16h à 20h;1395
ATHIS-MONS;87545251;DIM;2025-09-02;2025;C;C;Avant 6h;13
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;Après 20h;34
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;Après 20h;40
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 10h à 16h;387
AVENUE-HENRI-MARTIN;87381046;DIM;2025-09-02;2025;C;C;Après 20h;51
AVENUE-HENRI-MARTIN;87381046;SAM;2025-08-02;2025;C;C;Après 20h;173
BAGNEAUX-SUR-LOING;87684191;SAM;2024-01-20;2024;R;R;Avant 6h;5
BECON-LES-BRUYERES;87382002;SAM;2024-01-20;2024;L;L2;De 6h à 10h;585
BELLOY-SAINT-MARTIN;87276550;SAM;2024-01-20;2024;H;H;De 10h à 16h;64
BEYNES;87393363;SAM;2024-01-20;2024;N;N;De 6h à 10h;30
BIEVRES;87393546;DIM;2025-09-02;2025;C;V;De 6h à 10h;32
BOIGNEVILLE;87684407;DIM;2024-03-03;2024;D;D;Après 20h;0
BOIS-BRIARD;87746024;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;8
BOIS-BRIARD;87746024;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;14
BOIS-BRIARD;87746024;SAM;2024-11-30;2024;T12;T12;Avant 6h;0
BOIS-COLOMBES;87381079;JOB;2024-01-16;2024;J;J6;Après 20h;36
BOIS-COLOMBES;87381079;SAM;2024-01-20;2024;J;J4;Après 20h;577
BOIS-COLOMBES;87381079;SAM;2024-01-20;2024;J;J4;Avant 6h;57
BOIS-DE-SAINT-EUTROPE;87745984;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;13
BOIS-LE-ROI;87682203;JOB;2024-01-16;2024;R;R;Après 20h;59
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;1545
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;3654
BORAN-SUR-OISE;87276444;SAM;2024-01-20;2024;H;H;De 6h à 10h;5
BOUGIVAL;87382440;DIM;2024-01-21;2024;L;L2;De 16h à 20h;155
BOULAINVILLIERS;87543181;SAM;2025-08-02;2025;C;C;De 16h à 20h;853
BOURAY;87545178;DIM;2025-09-02;2025;C;C;De 10h à 16h;246
BOURAY;87545178;JOB;2025-04-02;2025;C;C;Avant 6h;94
BOURRON-MARLOTTE-GREZ;87684118;DIM;2024-01-21;2024;R;R;Après 20h;14
BOUTIGNY;87681478;SAM;2024-02-03;2024;D;D;Après 20h;8
BRETIGNY;87545194;SAM;2025-08-02;2025;C;C;De 16h à 20h;1457
BRUYERES-SUR-OISE;87276451;JOB;2024-01-16;2024;H;H;De 10h à 16h;37
CAMP-DES-LOGES;87710939;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;120
CERNAY;87276063;DIM;2025-09-02;2025;C;C;Avant 6h;15
CERNAY;87276063;JOB;2024-01-16;2024;H;H;De 10h à 16h;496
CERNAY;87276063;JOB;2024-01-16;2024;H;H;De 16h à 20h;462
CERNAY;87276063;SAM;2025-08-02;2025;C;C;De 16h à 20h;358
CHAMPAGNE-SUR-SEINE;87682450;DIM;2024-01-21;2024;R;R;De 6h à 10h;76
CHAMPLAN;87725457;DIM;2024-01-12;2024;T12;T12;Après 20h;3
CHAMPLAN;87725457;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;28
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;Avant 6h;21
CHARS;87381194;DIM;2024-01-21;2024;J;J6;De 6h à 10h;15
CHARS;87381194;SAM;2024-01-20;2024;J;J6;De 6h à 10h;38
CHARTRETTES;87682419;DIM;2024-01-21;2024;R;R;Après 20h;3
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;De 10h à 16h;9611
CHATELET-LES-HALLES;87758607;SAM;2024-02-03;2024;D;D;De 6h à 10h;3033
CHAUMONT-EN-VEXIN;87381228;SAM;2024-01-20;2024;J;J6;Après 20h;2
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2024-01-16;2024;N;N;De 10h à 16h;448
CHAVILLE-VELIZY;87393173;DIM;2025-09-02;2025;C;C;Avant 6h;11
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;De 10h à 16h;2188
CHEMIN-D'ANTONY;87546317;JOB;2025-06-02;2025;C;C;Après 20h;11
CLAMART;87391565;JOB;2024-01-16;2024;N;N;Après 20h;162
CLAMART;87391565;JOB;2024-01-16;2024;N;N;Avant 6h;29
CLICHY-MONTFERMEIL;87704304;SAM;2021-11-09;2021;T4;T4;Après 20h;85
CLICHY-MONTFERMEIL;87704304;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;132
CLICHY-SOUS-BOIS-MAIRIE;87704288;DIM;2021-12-09;2021;T4;T4;Après 20h;50
COIGNIERES;87393272;SAM;2024-01-20;2024;N;N;De 16h à 20h;174
COMPANS;87272047;DIM;2024-01-21;2024;K;K;De 6h à 10h;2
CORBEIL-ESSONNES;87681007;DIM;2024-03-03;2024;D;D;De 10h à 16h;3676
COTEAUX-DE-L'ORGE;87745794;SAM;2024-11-30;2024;T12;T12;Avant 6h;7
COULOMMIERS;87116301;SAM;2023-11-18;2023;P;P;De 6h à 10h;262
COURBEVOIE;87382200;DIM;2024-01-21;2024;L;L2;De 16h à 20h;829
CREIL;87276006;JOB;2024-01-16;2024;H;H;Avant 6h;17
GENNEVILLIERS;87271205;JOB;2025-11-02;2025;C;C;De 10h à 16h;1017
GENNEVILLIERS;87271205;SAM;2025-08-02;2025;C;C;Avant 6h;18
GOUSSAINVILLE;87276246;JOB;2024-05-03;2024;D;D;De 16h à 20h;2227
GRAND-BOURG;87681353;DIM;2024-03-03;2024;D;D;Après 20h;14
GRAVIGNY-BALIZY;87393645;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;125
GRETZ-ARMAINVILLIERS;87116012;JOB;2022-03-22;2022;E;E;Avant 6h;102
GRIGNY-CENTRE;87681379;JOB;2024-05-03;2024;D;D;De 10h à 16h;2588
GRIGNY-CENTRE;87681379;SAM;2024-02-03;2024;D;D;De 10h à 16h;2726
GROS-NOYER-SAINT-PRIX;87276592;JOB;2024-01-16;2024;H;H;De 10h à 16h;604
HERICY;87682435;JOB;2024-01-16;2024;R;R;Avant 6h;4
HOPITAL-DE-MONTFERMEIL;87704338;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;354
HOPITAL-DE-MONTFERMEIL;87704338;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;527
HOUDAN;87393462;JOB;2024-01-16;2024;N;N;Après 20h;49
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2022-11-19;2022;A;A;De 16h à 20h;3386
IGNY;87393561;DIM;2025-09-02;2025;C;V;Après 20h;13
ISSOU-PORCHEVILLE;87381574;DIM;2024-01-21;2024;J;J6;Avant 6h;2
ISSOU-PORCHEVILLE;87381574;JOB;2024-01-16;2024;J;J6;De 10h à 16h;221
ISSY;87393074;DIM;2025-09-02;2025;C;C;De 16h à 20h;413
ISSY;87393074;DIM;2025-09-02;2025;C;C;De 6h à 10h;165
ISSY;87393074;SAM;2025-08-02;2025;C;C;Après 20h;184
IVRY-SUR-SEINE;87545301;SAM;2025-08-02;2025;C;C;Avant 6h;28
JAVEL;87393066;SAM;2025-08-02;2025;C;C;De 16h à 20h;1514
JUVISY;87545244;JOB;2025-06-02;2025;C;C;De 16h à 20h;8951
JUVISY;87545244;SAM;2025-08-02;2025;C;C;Après 20h;1804
JUVISY;87545244;SAM;2025-08-02;2025;C;C;De 6h à 10h;4486
L'ETANG-LA-VILLE;87382473;JOB;2024-01-16;2024;L;L2;Après 20h;15
L'ETANG-LES-SABLONS;87726109;SAM;2023-10-14;2023;T13;T13;Après 20h;17
L'ISLE-ADAM-PARMAIN;87276527;DIM;2024-01-21;2024;H;H;Après 20h;69
LA-BARRE-ORMESSON;87271171;DIM;2024-01-21;2024;H;H;De 16h à 20h;623
LA-COURNEUVE-AUBERVILLIERS;87271304;DIM;2019-03-17;2019;B;B;De 16h à 20h;3764
LA-DEFENSE;87382218;SAM;2024-01-20;2024;L;L2;Après 20h;4374
LA-DEFENSE;87382218;SAM;2024-04-27;2024;U;U;Après 20h;1314
LA-FERTE-MILON;87116673;DIM;2023-09-17;2023;P;P;De 16h à 20h;46
LA-FERTE-SOUS-JOUARRE;87116517;SAM;2023-09-16;2023;P;P;De 10h à 16h;747
LA-FERTE-SOUS-JOUARRE;87116517;SAM;2023-09-16;2023;P;P;De 6h à 10h;438
LA-VERRIERE;87393256;DIM;2024-04-28;2024;U;U;De 16h à 20h;355
LAGNY-THORIGNY;87116319;DIM;2023-11-19;2023;P;P;Avant 6h;41
LARDY;87545160;JOB;2025-06-02;2025;C;C;De 6h à 10h;454
LARDY;87545160;SAM;2025-08-02;2025;C;C;De 10h à 16h;180
LE-BLANC-MESNIL;87271478;JOB;2023-10-10;2023;B;B;Avant 6h;310
LE-BOURGET;87271395;JOB;2021-11-23;2021;T11;T11;De 10h à 16h;1680
LE-CHENAY-GAGNY;87113522;SAM;2022-03-19;2022;E;E;Avant 6h;46
LE-PERRAY;87393298;DIM;2024-01-21;2024;N;N;De 16h à 20h;120
LE-PERRAY;87393298;JOB;2024-01-16;2024;N;N;Avant 6h;29
LE-STADE;87381095;DIM;2024-01-21;2024;J;J4;Avant 6h;34
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;635
LES-ESSARTS-LE-ROI;87393280;DIM;2024-01-21;2024;N;N;De 16h à 20h;147
LES-NOUES;87276238;DIM;2024-03-03;2024;D;D;De 6h à 10h;246
LES-NOUES;87276238;SAM;2024-02-03;2024;D;D;Avant 6h;39
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;Avant 6h;29
LIMAY;87381582;SAM;2024-01-20;2024;J;J6;De 16h à 20h;196
LIZY-SUR-OURCQ;87116632;DIM;2023-09-17;2023;P;P;De 10h à 16h;84
LOUVECIENNES;87382457;JOB;2024-01-16;2024;L;L2;De 6h à 10h;867
LOUVRES;87276253;SAM;2024-02-03;2024;D;D;Avant 6h;48
LUZARCHES;87276576;JOB;2024-01-16;2024;H;H;Après 20h;27
MAISONS-ALFORT-ALFORTVILLE;87681155;SAM;2024-02-03;2024;D;D;De 10h à 16h;5666
MAISSE;87681486;SAM;2024-02-03;2024;D;D;Avant 6h;2
MALESHERBES;87684415;JOB;2024-02-04;2024;D;D;Après 20h;0
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;J;J6;Après 20h;110
MANTES-STATION;87381590;DIM;2021-05-12;2021;J;J5;De 10h à 16h;119
MANTES-STATION;87381590;JOB;2025-01-04;2025;J;J5;De 6h à 10h;514
MAREIL-SUR-MAULDRE;87381715;SAM;2024-01-20;2024;N;N;De 10h à 16h;41
MASSY-PALAISEAU;87393579;JOB;2025-11-02;2025;C;C;De 10h à 16h;444
MASSY-VERRIERES;87383281;DIM;2025-09-02;2025;C;C;De 10h à 16h;106
MELUN;87682005;SAM;2024-01-20;2024;R;R;Avant 6h;153
MERIEL;87276675;JOB;2024-01-16;2024;H;H;De 16h à 20h;114
MEUDON;87393108;DIM;2024-01-21;2024;N;N;De 6h à 10h;84
MEUDON-VAL-FLEURY;87393082;JOB;2025-06-02;2025;C;C;Avant 6h;41
MITRY-CLAYE;87271528;DIM;2024-01-21;2024;K;K;De 6h à 10h;28
MITRY-CLAYE;87271528;JOB;2024-01-16;2024;K;K;De 16h à 20h;284
MITRY-CLAYE;87271528;SAM;2019-03-16;2019;B;B;Avant 6h;56
MITRY-CLAYE;87271528;SAM;2019-03-16;2019;B;B;De 16h à 20h;556
MONTFORT-L'AMAURY-MERE;87393892;DIM;2024-01-21;2024;N;N;De 6h à 10h;34
MONTFORT-L'AMAURY-MERE;87393892;JOB;2024-01-16;2024;N;N;Après 20h;25
MONTFORT-L'AMAURY-MERE;87393892;JOB;2024-01-16;2024;N;N;De 16h à 20h;217
MONTIGNY-BEAUCHAMP;87276089;DIM;2024-01-21;2024;H;H;De 6h à 10h;303
MONTRY-CONDE;87116400;SAM;2023-09-16;2023;P;P;De 10h à 16h;19
MONTRY-CONDE;87116400;SAM;2023-09-16;2023;P;P;De 16h à 20h;8
MORET-VENEUX-LES-SABLONS;87682278;JOB;2024-01-16;2024;R;R;De 10h à 16h;470
MORET-VENEUX-LES-SABLONS;87682278;JOB;2024-01-16;2024;R;R;De 16h à 20h;373
MORMANT;87116087;DIM;2023-11-19;2023;P;P;De 10h à 16h;112
MOULIN-GALANT;87681403;DIM;2024-03-03;2024;D;D;De 10h à 16h;149
NEUVILLE-UNIVERSITE;87334482;JOB;2024-01-16;2024;L;L3;De 6h à 10h;700
NOGENT-L'ARTAUD-CHARLY;87116566;SAM;2023-09-16;2023;P;P;Après 20h;20
NOGENT-LE-PERREUX;87113746;DIM;2022-03-20;2022;E;E;De 10h à 16h;971
NOISY-LE-ROI;87733659;JOB;2023-10-19;2023;T13;T13;Après 20h;17
ORANGIS-BOIS-DE-L'EPINE;87681346;JOB;2024-05-03;2024;D;D;De 6h à 10h;2148
ORMOY-VILLERS;87271585;SAM;2024-01-20;2024;K;K;De 16h à 20h;3
ORRY-LA-VILLE-COYE;87276279;DIM;2024-03-03;2024;D;D;Après 20h;27
ORRY-LA-VILLE-COYE;87276279;SAM;2024-02-03;2024;D;D;Avant 6h;13
PANTIN;87113209;SAM;2022-03-19;2022;E;E;De 10h à 16h;2866
PARIS-EST;87113001;JOB;2022-03-22;2022;E;E;Après 20h;0
PARIS-GARE-DE-LYON;87686030;DIM;2024-03-03;2024;D;D;De 6h à 10h;3277
PARIS-GARE-DU-NORD;87271031;JOB;2024-01-16;2024;H;H;Après 20h;12596
PARIS-SAINT-LAZARE;87384008;DIM;2021-05-12;2021;J;J5;De 6h à 10h;212
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;J;J4;De 6h à 10h;912
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;L;L3;Après 20h;2319
PEREIRE-LEVALLOIS;87381012;JOB;2025-11-02;2025;C;C;De 6h à 10h;1533
PIERREFITTE-STAINS;87271163;DIM;2024-03-03;2024;D;D;De 16h à 20h;2444
PIERREFITTE-STAINS;87271163;JOB;2021-11-23;2021;T11;T11;Avant 6h;102
PIERREFITTE-STAINS;87271163;SAM;2021-11-20;2021;T11;T11;Après 20h;258
PIERRELAYE;87276097;JOB;2025-11-02;2025;C;C;De 6h à 10h;548
POISSY;87386573;DIM;2021-05-12;2021;J;J5;Avant 6h;20
POISSY;87386573;JOB;2022-11-30;2022;A;A;Après 20h;255
POISSY;87386573;SAM;2022-11-19;2022;A;A;De 6h à 10h;1278
PONT-CARDINET;87381111;DIM;2024-01-21;2024;L;L2;Avant 6h;8
PONT-DE-L'ALMA;87393041;JOB;2025-06-02;2025;C;C;Avant 6h;15
PONTOISE;87276139;JOB;2025-11-02;2025;C;C;De 10h à 16h;713
PONTOISE;87276139;JOB;2025-11-02;2025;C;C;De 6h à 10h;896
PRESLES-COURCELLES;87276501;DIM;2024-01-21;2024;H;H;De 10h à 16h;87
PRESLES-COURCELLES;87276501;JOB;2024-01-16;2024;H;H;Après 20h;15
PROVINS;87116160;JOB;2023-11-14;2023;P;P;De 6h à 10h;477
PUTEAUX;87382382;DIM;2024-01-21;2024;L;L2;De 16h à 20h;497
PUTEAUX;87382382;JOB;2024-01-16;2024;L;L2;De 10h à 16h;960
RIS-ORANGIS;87681338;JOB;2024-12-03;2024;D;D;De 10h à 16h;541
RIS-ORANGIS;87681338;JOB;2024-02-04;2024;D;D;De 16h à 20h;463
ROMAIN-ROLLAND;87704296;JOB;2021-09-21;2021;T4;T4;Après 20h;106
ROSA-PARKS;87654798;SAM;2022-03-19;2022;E;E;Après 20h;1301
ROSNY-SOUS-BOIS;87113704;DIM;2022-03-20;2022;E;E;Avant 6h;49
ROUGEMONT-CHANTELOUP;87431791;JOB;2021-09-21;2021;T4;T4;Avant 6h;122
RUNGIS-LA-FRATERNELLE;87546291;JOB;2025-06-02;2025;C;C;De 6h à 10h;104
SAINT-CLOUD;87382358;SAM;2024-04-27;2024;U;U;De 10h à 16h;282
SAINT-CYR;87393223;JOB;2024-04-23;2024;U;U;Avant 6h;17
SAINT-CYR;87393223;JOB;2025-11-02;2025;C;C;De 10h à 16h;330
SAINT-FARGEAU;87682542;DIM;2024-03-03;2024;D;D;De 10h à 16h;27
SAINT-FARGEAU;87682542;SAM;2024-02-03;2024;D;D;De 10h à 16h;17
SAINT-GERMAIN-EN-LAYE;87733063;SAM;2023-10-14;2023;T13;T13;Après 20h;421
SAINT-GRATIEN;87276170;DIM;2025-09-02;2025;C;C;Après 20h;123
SAINT-MAMMES;87682294;DIM;2024-01-21;2024;R;R;Après 20h;25
SAINT-MARTIN-D'ETAMPES;87545350;JOB;2025-06-02;2025;C;C;Après 20h;11
SAINT-OUEN;87271247;JOB;2025-06-02;2025;C;C;De 16h à 20h;4879
SAINT-OUEN;87271247;SAM;2025-08-02;2025;C;C;De 6h à 10h;463
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2024-01-21;2024;H;H;De 10h à 16h;283
SAINT-OUEN-L'AUMONE-LIESSE;87337980;SAM;2024-01-20;2024;H;H;Après 20h;77
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2024-04-28;2024;U;U;De 10h à 16h;589
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2024-04-28;2024;U;U;De 16h à 20h;354
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2025-09-02;2025;C;C;De 6h à 10h;49
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;SAM;2025-08-02;2025;C;C;Avant 6h;16
SAINTE-COLOMBE-SEPTVEILLES;87116178;SAM;2023-11-18;2023;P;P;Avant 6h;5
SANTEUIL-LE-PERCHAY;87381186;JOB;2024-01-16;2024;J;J6;De 16h à 20h;7
SARCELLES-SAINT-BRICE;87276386;SAM;2024-01-20;2024;H;H;De 6h à 10h;1272
LE-PERRAY;87393298;JOB;2024-01-16;2024;N;N;Après 20h;32
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;SAM;2022-03-19;2022;E;E;De 10h à 16h;2716
SEVRAN-BEAUDOTTES;87271445;SAM;2019-03-16;2019;B;B;De 10h à 16h;4675
LES-COQUETIERS;87113845;DIM;2021-12-09;2021;T4;T4;Après 20h;87
LES-GRESILLONS;87272146;JOB;2025-06-02;2025;C;C;Avant 6h;10
SEVRAN-LIVRY;87271429;JOB;2023-10-10;2023;B;B;De 10h à 16h;2506
LES-PORTES-DE-SAINT-CYR;87710921;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;24
SOUPPES-CHATEAU-LANDON;87684217;DIM;2024-01-21;2024;R;R;Après 20h;40
LIMAY;87381582;SAM;2024-01-20;2024;J;J6;De 10h à 16h;369
LISIERE-PEREIRE;87733683;JOB;2023-10-19;2023;T13;T13;Après 20h;54
STADE-DE-FRANCE-SAINT-DENIS;87164780;JOB;2024-05-03;2024;D;D;De 6h à 10h;1467
LIVRY-SUR-SEINE;87682401;SAM;2024-01-20;2024;R;R;De 16h à 20h;32
LOUVECIENNES;87382457;JOB;2024-01-16;2024;L;L2;Après 20h;51
LUZARCHES;87276576;SAM;2024-01-20;2024;H;H;Avant 6h;4
THUN-LE-PARADIS;87381822;SAM;2024-01-20;2024;J;J6;De 6h à 10h;126
TRAPPES;87393835;DIM;2024-01-21;2024;N;N;Après 20h;168
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;Avant 6h;422
VAL-D'ARGENTEUIL;87381798;DIM;2024-01-21;2024;J;J6;De 16h à 20h;1306
MAISONS-ALFORT-ALFORTVILLE;87681155;JOB;2024-05-03;2024;D;D;Après 20h;1200
VAUCELLES;87276626;JOB;2024-01-16;2024;H;H;De 16h à 20h;206
MAISONS-LAFFITTE;87386425;SAM;2024-01-20;2024;L;L3;De 16h à 20h;305
VERNOU-SUR-SEINE;87682468;JOB;2024-01-16;2024;R;R;Avant 6h;2
MANTES-LA-JOLIE;87381509;SAM;2024-01-20;2024;J;J6;Après 20h;87
VERNOUILLET-VERNEUIL;87386656;JOB;2025-01-04;2025;J;J5;Avant 6h;98
MAREIL-MARLY;87733667;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;67
VERSAILLES-CHANTIERS;87393009;JOB;2025-06-02;2025;C;V;Avant 6h;57
MAROLLES-EN-HUREPOIX;87545186;DIM;2025-09-02;2025;C;C;Après 20h;27
COTEAUX-DE-L'ORGE;87745794;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;233
MELUN;87682005;DIM;2024-03-03;2024;D;D;Après 20h;319
COULOMMIERS;87116301;DIM;2023-11-19;2023;P;P;De 6h à 10h;149
COULOMMIERS;87116301;SAM;2023-11-18;2023;P;P;De 16h à 20h;228
CRECY-LA-CHAPELLE;87116772;DIM;2023-09-17;2023;P;P;De 16h à 20h;176
VILLEPARISIS-MITRY-LE-NEUF;87271510;JOB;2023-10-10;2023;B;B;Après 20h;282
DOMONT;87276436;DIM;2024-01-21;2024;H;H;Après 20h;95
VILLETANEUSE-UNIVERSITE;87697318;SAM;2021-11-20;2021;T11;T11;Après 20h;142
DOMONT;87276436;JOB;2024-01-16;2024;H;H;De 6h à 10h;2046
DORDIVES;87684233;DIM;2024-01-21;2024;R;R;De 10h à 16h;51
DOURDAN;87545525;JOB;2025-06-02;2025;C;C;Après 20h;24
MONTFORT-L'AMAURY-MERE;87393892;DIM;2024-01-21;2024;N;N;Après 20h;41
VIRY-CHATILLON;87681312;SAM;2024-02-03;2024;D;D;De 10h à 16h;1083
EGLY;87545475;DIM;2025-09-02;2025;C;C;De 10h à 16h;135
VULAINES-SUR-SEINE-SAMOREAU;87682443;SAM;2024-01-20;2024;R;R;De 16h à 20h;24
EMERAINVILLE-PONTAULT-COMBAULT;87116046;JOB;2022-03-22;2022;E;E;Après 20h;177
MONTFORT-L'AMAURY-MERE;87393892;SAM;2024-01-20;2024;N;N;Après 20h;33
EPINAY-VILLETANEUSE;87271122;DIM;2024-01-21;2024;H;H;Avant 6h;188
MONTIGNY-BEAUCHAMP;87276089;JOB;2025-11-02;2025;C;C;De 10h à 16h;941
ERMONT-EAUBONNE;87276055;SAM;2024-01-20;2024;H;H;De 10h à 16h;3312
MONTIGNY-BEAUCHAMP;87276089;JOB;2025-06-02;2025;C;C;De 16h à 20h;1278
ERMONT-HALTE;87276584;DIM;2024-01-21;2024;H;H;De 10h à 16h;308
MONTRY-CONDE;87116400;SAM;2023-09-16;2023;P;P;Avant 6h;1
MONTSOULT-MAFFLIERS;87276493;DIM;2024-01-21;2024;H;H;De 16h à 20h;248
MORMANT;87116087;JOB;2023-11-14;2023;P;P;Après 20h;16
ESSONNES-ROBINSON;87681601;SAM;2024-02-03;2024;D;D;Après 20h;3
MUSEE-D'ORSAY;87547307;SAM;2025-08-02;2025;C;C;Avant 6h;47
NANGIS;87116095;DIM;2023-11-19;2023;P;P;De 10h à 16h;275
NANGIS;87116095;JOB;2023-11-14;2023;P;P;De 6h à 10h;871
FERRIERES-FONTENAY;87684241;DIM;2024-01-21;2024;R;R;Après 20h;7
FONTAINE-LE-PORT;87682427;JOB;2024-01-16;2024;R;R;De 10h à 16h;24
NEUILLY-PORTE-MAILLOT;87381020;JOB;2025-06-02;2025;C;C;Après 20h;885
FONTENAY-LE-FLEURY;87393405;JOB;2024-01-16;2024;N;N;De 10h à 16h;515
FONTENAY-LE-FLEURY;87393405;SAM;2024-01-20;2024;N;N;De 16h à 20h;325
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;DIM;2024-01-21;2024;H;H;De 6h à 10h;323
NOGENT-LE-PERREUX;87113746;SAM;2022-03-19;2022;E;E;De 10h à 16h;1365
FREINVILLE-SEVRAN;87113894;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;379
NOTRE-DAME-DES-ANGES;87704312;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;371
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;Avant 6h;24
GARGENVILLE;87381566;JOB;2024-01-16;2024;J;J6;Après 20h;38
PARIS-EST;87113001;JOB;2023-11-14;2023;P;P;Avant 6h;109
GRAND-BOURG;87681353;DIM;2024-03-03;2024;D;D;De 16h à 20h;56
